transcript_id,mi_quality,video_title,video_url,topic,utterance_id,interlocutor,timestamp,utterance_text,main_therapist_behaviour,client_talk_type
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,33,client,00:03:40,"Mm-hmm. Yes, sometimes I feel worse after drinking.",n/a,neutral
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,34,therapist,00:03:44,Where do you wanna go from here? What do you wanna change about your drinking habits?,question,n/a
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,35,client,00:03:50,"Well, I don't think that I'm ready to cut down to seven drinks a week. That seems like a lot but I would consider cutting back to two drinks a night. I think that would be my goal.",n/a,change
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,36,therapist,00:04:06,"If I gave you a scale from 0 to 10, 0 being not ready at all to cut back on drinking and 10 being very ready, what number would you be at?",question,n/a
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,37,client,00:04:18,I'd say an eight.,n/a,change
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,38,therapist,00:04:20,Okay. Why do you think it's not something less like a six?,question,n/a
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,39,client,00:04:24,"Well, I'm more ready than a six because I'm ready to cut back on my drinking and I don't wanna make my depression any worse.",n/a,change
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,40,therapist,00:04:34,What would help you cut back to two drinks?,question,n/a
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,41,client,00:04:38,Maybe having less wine in the house.,n/a,change
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,42,therapist,00:04:41,Having less wine in the house will help?,reflection,n/a
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,43,client,00:04:45,Yes.,n/a,change
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,44,therapist,00:04:47,What else besides drinking helps you relax and unwind in the evenings?,question,n/a
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,45,client,00:04:52,"Well, I like to watch movies, read a book, and take a bath but sometimes I drink when I take a bath.",n/a,neutral
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,46,therapist,00:05:02,"So, it's not just wine that helps you relax. Um, there's reading a book, watching a movie, and taking a hot bath too.",reflection,n/a
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,47,client,00:05:10,Mm-hmm. Yes.,n/a,neutral
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,48,therapist,00:05:12,"Okay. So, it sounds like you have some reasons to cut back on drinking and you have ways to relax besides drinking and it sounds like you're pretty ready to cut back.",therapist_input,n/a
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,49,client,00:05:24,Yes.,n/a,change
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,50,therapist,00:05:26,Great. I'd be interested to see how well you do on your goal in the next few weeks. Would you be willing to come back and talk to me about it?,question,n/a
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,51,client,00:05:34,Sure.,n/a,change
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,52,therapist,00:05:35,"Great. So, let's see how well you're doing with these new meds.",other,n/a
0,high,"NEW VIDEO: Brief intervention: ""Barbara""",https://www.youtube.com/watch?v=PaSKcfTmFEk,reducing alcohol consumption,53,client,00:05:39,Okay.,n/a,change
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,0,therapist,00:00:11,"And before you leave, uh, is it okay if we go over this screening form that you filled out today on your alcohol use?",question,n/a
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,1,client,00:00:17,Sure.,n/a,neutral
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,2,therapist,00:00:18,"Okay. Uh, thanks for filling this out. Uh, looks like you use alcohol two to three days a week?",reflection,n/a
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,3,client,00:00:25,"Yeah, but only on the weekend.",n/a,sustain
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,4,therapist,00:00:27,"Okay. And then when you do drink alcohol, you typically have five or six drinks.",reflection,n/a
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,5,client,00:00:33,"Yeah. Uh, maybe a couple more.",n/a,neutral
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,6,therapist,00:00:35,"Okay. Well, the reason why I like to talk to patients when they fill out this form is because sometimes, uh, alcohol use can impact our health. Um, and my role is to be helpful. I can share some information with you about alcohol use, um, but I don't tell anyone what to do. It's always up to the patient to decide what they wanna do about their drinking. Um, so is it okay if we talk a little bit more about your alcohol use?",question,n/a
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,7,client,00:00:58,"So, uh, are you saying I drink too much?",n/a,sustain
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,8,therapist,00:01:01,How would you define drinking too much?,question,n/a
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,9,client,00:01:04,"Well, I-- If-if I was getting fallen down drunk or if I drink every night. Um, it's not like I get sloppy drunk or anything.",n/a,sustain
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,10,therapist,00:01:16,"Mm-hmm. Well, in this country, the guidelines are men can drink up to 14 drinks a week or up to four on one occasion and still be low risk.",therapist_input,n/a
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,11,client,00:01:27,So I'm already at the week limit. And then I have four beers a night. Are you sure?,n/a,sustain
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,12,therapist,00:01:34,So a limit of four a night doesn't feel right to you?,reflection,n/a
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,13,client,00:01:37,I have five or six beers when I go out with friends to a bar. It's not a problem for me.,n/a,sustain
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,14,therapist,00:01:42,"You're not alone in feeling that way. Uh, binge drinking can feel normal to some people.",reflection,n/a
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,15,client,00:01:48,"Well, I don't consider my drinking binge drinking.",n/a,sustain
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,16,therapist,00:01:52,Why is that?,question,n/a
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,17,client,00:01:53,I don't chug a lot of beers in a row. I have about five or six beers throughout the entire evening.,n/a,sustain
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,18,therapist,00:01:59,"Mm-hmm. Well, technically, we define binge drinking as having more than four drinks on one occasion.",therapist_input,n/a
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,19,client,00:02:07,But I'm healthy. What health problems are you talking about?,n/a,sustain
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,20,therapist,00:02:11,"Well, uh, we know if someone binge drinks over time, there's kind of two categories of risk. There's the short-term risk where someone who binge drinks is more likely to fall down, hurt themselves through an accident, uh, they're more likely to drive while under the influence. Uh, but over the long term, binge drinking can also, uh, cause things like heart disease, uh, different kinds of cancer, liver problems obviously, and then even mental health issues like depression and anxiety are more likely to happen.",therapist_input,n/a
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,21,client,00:02:41,"Well, I didn't know about those things.",n/a,neutral
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,22,therapist,00:02:45,"Can I ask you, uh, what do you like about drinking alcohol?",question,n/a
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,23,client,00:02:49,"Well, I-I like beer. I like the way it tastes, I like the way it makes me feel. Uh, like when I'm around friends and it's not a problem for me.",n/a,sustain
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,24,therapist,00:03:01,And so what about your drinking do you not like or is there anything that worries you about your drinking?,question,n/a
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,25,client,00:03:06,"Well, that was fine until I came here, uh, but now that I know about the health risk, uh, I have something I gotta think about.",n/a,change
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,26,therapist,00:03:15,"So, on one hand, you like how beer tastes, uh, it's part of your social life to some extent, um, but on the other hand, you don't like the idea of it posing risks to your health over the long term?",reflection,n/a
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,27,client,00:03:26,E-exactly.,n/a,change
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,28,therapist,00:03:27,"So weighing those things, you know, what you like about your drinking, what you don't like about your drinking, uh, where do you wanna go from here? Uh, what would you like to change about your drinking?",question,n/a
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,29,client,00:03:37,"Hmm, I'm not sure. Uh, something I have to think about.",n/a,neutral
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,30,therapist,00:03:41,"Well, how about hypothetically if I were to ask you, how would your drinking have to impact your life in order for you to be ready to change your drinking?",question,n/a
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,31,client,00:03:50,"Uh, I don't know. Maybe if I got sick or something, uh, maybe I'd wanna change things then.",n/a,neutral
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,32,therapist,00:03:56,"So if you experienced a negative consequence from your drinking, uh, that would feel meaningful to you?",reflection,n/a
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,33,client,00:04:01,Yeah.,n/a,neutral
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,34,therapist,00:04:02,"Okay. Well, I like to give this handout to patients. Uh, it defines risky drinking, it talks about what the consequences are, uh, and it also lists signs of what an alcohol use disorder is. So thanks again for taking the time to fill this out and being honest with me, uh, to talk about it. I provide better care, uh, when I know about my patient's substance use. When we come back for a three-month follow-up appointment for your ADHD, I'd also like to talk to you and check in about your alcohol use too, if that's okay with you.",therapist_input,n/a
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,35,client,00:04:34,Sounds good.,n/a,neutral
1,high,"NEW VIDEO: Brief intervention: ""Dave""",https://www.youtube.com/watch?v=g2v2sfwfQ84,reducing alcohol consumption,36,therapist,00:04:35,"Okay, great. See you next time.",therapist_input,n/a
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,0,therapist,00:00:39,"Hi, John. Nice to see you again. So, tell me, how are things going?",question,n/a
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,1,client,00:00:43,"Well, doc, I know you told me that I need to lose weight. And even though the scale didn't show today, I was able to lose about 5 pounds, but then I gained it right back.",n/a,neutral
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,2,therapist,00:00:52,"Well, I appreciate you bringing your weight to the forefront. Do you mind if we explore this issue further?",question,n/a
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,3,client,00:00:57,"No, by all means. I know we have to discuss it.",n/a,neutral
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,4,therapist,00:01:00,"All right. Uh, well, it sounds like you've been struggling with your weight recently. And I understand how difficult it is to lose the weight and then have it come back again. So, tell me what you did to lose that initial 5 pounds.",reflection,n/a
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,5,client,00:01:11,"I started watching what I ate and I ate less. I've been eating more fruits and vegetables. I've also been walking a lot. I'm walking up to 20 minutes a day now. I saw the weight come slowly off, um, and I felt better. But then when I watched it come back on again, you know, I gave up.",n/a,change
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,6,therapist,00:01:29,But you did have some success. Tell me how you felt when you lost the weight.,reflection,n/a
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,7,client,00:01:33,I felt great and I felt really proud of myself. I thought that this was something that I could do.,n/a,change
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,8,therapist,00:01:38,"Okay. Well, it sounds like you realized that when you lost the weight you feel better and that it's gonna affect your overall health. So, tell me what you think changed that caused you to gain the weight back.",reflection,n/a
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,9,client,00:01:49,"Well, I think it's because I've been eating more fruits and vegetables, that- that's it.",n/a,sustain
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,10,therapist,00:01:54,And how many servings of fruits and vegetables on average per day would you have?,question,n/a
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,11,client,00:01:58,"To be honest, I have four or five -- four to six glasses of orange juice a day. Um, I have fruit for lunch and breakfast. I have, uh, usually one to two servings of a vegetable like lettuce or broccoli with thinner.",n/a,neutral
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,12,therapist,00:02:16,"John, it's very important that you recognize that some fruits, but especially fruit juice can contain a huge amount of calories. Did you know that a glass of orange juice has almost as many calories as a can of cola?",therapist_input,n/a
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,13,client,00:02:28,"No, I didn't know. Um, but doesn't the fruit- food pyramid classify, um, fruit juice as a- a serving?",n/a,neutral
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,14,therapist,00:02:35,"You're absolutely right, but keep in mind that the food pyramid is to be used as a guideline only. When it comes to nutrition, we have to have a more personalized approach. So I have a hunch, and that is the excess fruit that you were consuming probably caused your weight rebound. What's your impression?",therapist_input,n/a
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,15,client,00:02:53,"Well, this changes quite a bit. I mean, here I'm thinking that my fruit intake is making me healthier and actually it's making me fatter.",n/a,change
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,16,therapist,00:03:00,"Indeed. Let me ask you something, knowing what you know now, how important is it to you to lose the weight by decreasing the amount of juice that you're currently taking in?",question,n/a
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,17,client,00:03:11,"Obviously, I need to cut back on the fruit juice. But boy, do I love that OJ.",n/a,change
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,18,therapist,00:03:15,"Oh, I understand. Let me ask you this, on a scale from 0 to 10, 0 meaning that there's no way you can do it, and 10 meaning that you're 100% confident that you can do it, how confident are you that you'll be able to reduce the amount of juice you're currently taking in.",therapist_input,n/a
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,19,client,00:03:32,"Um, six or seven.",n/a,change
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,20,therapist,00:03:33,"All right. So, you're not a zero. So, that tells me that you've got some confidence that this is doable, this is something you certainly can do it. Why are you not a zero?",question,n/a
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,21,client,00:03:42,I guess it's because I know that I need to do it to lose the weight.,n/a,change
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,22,therapist,00:03:45,"So, you realize, again, that if you decrease the amount of juice you're taking in, you're gonna decrease your weight, you're gonna feel better, and you're gonna impact your po- health positively?",reflection,n/a
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,23,client,00:03:56,Yes.,n/a,change
2,high,Motivational Interviewing: Evoking Commitment to Change,https://www.youtube.com/watch?v=dm-rJJPCuTE,weight loss; diet,24,therapist,00:03:57,"But you're also not a 10, and that tells me that there may be some obstacles to your success. What would it take for you to be a 10 or even an 8 or 9?",question,n/a
